,Unnamed: 0,No,page,nick,time,content,area,ip,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount
0,0,1,1,旗鼓惊东强,2018-08-31 16:00:05,故伎重演的很真实？,甘肃嘉峪关,42.93.252.191,9,1535702405,0,jc,0,0,0,0,5B88F583-2A5DFCBF-13CCA64B4-8F9-8A4,1535702405,2018-08-31,08-31 16,239
1,1,2,1,用户6105250918,2018-08-31 15:49:50,帮他们拖回去，实在不行，作为靶船炸了，赔他们几百块,浙江绍兴,220.189.227.186,25,1535701790,0,jc,0,0,0,0,5B88F31E-DCBDE3BA-16BE6BC66-8F9-834,1535701790,2018-08-31,08-31 15,238
2,2,3,1,网际刀客,2018-08-31 15:41:42,立刻派出以辽宁舰为首的航母编队携天鲸号挖泥船为首的造岛工程机械前往事发海域实施人道主义紧急救援行动。,河南许昌,222.89.165.152,50,1535701302,13,jc,0,0,0,0,5B88F136-DE59A598-A23B4A6F-8F9-8F1,1535701302,2018-08-31,08-31 15,237
3,3,4,1,天涯倦客,2018-08-31 15:39:06,哈哈，故伎重演！,山东青岛,123.234.40.218,8,1535701146,6,jc,0,0,0,0,5B88F099-7BEA28DA-56C6650F-8F9-88A,1535701146,2018-08-31,08-31 15,236
4,4,5,1,可爱东海大侠,2018-08-31 15:38:24,故技重演，要防止又一次坐滩，耐着不走。应迅速派军舰过去帮忙，或者派拖船过去，免费帮他拖回港口。,浙江台州,122.226.183.81,47,1535701104,12,jc,0,0,0,0,5B88F070-7AE2B751-537942A1-8F9-904,1535701104,2018-08-31,08-31 15,235
5,5,6,1,韩工hn,2018-08-31 15:37:14,不会是又来一套吧,浙江嘉兴,122.225.48.130,8,1535701034,0,jc,0,0,0,0,5B88F02A-7AE13082-539CC031-8F9-81E,1535701034,2018-08-31,08-31 15,234
6,6,7,1,美帝是纸老虎1,2018-08-31 15:36:33,限期三天拖走，不拖走直接炸沉！,湖北襄阳,121.63.163.50,15,1535700993,0,jc,0,0,0,0,5B88F000-793FA332-4D34ABE0-8F9-94E,1535700993,2018-08-31,08-31 15,233
7,7,8,1,快乐三步曲,2018-08-31 15:36:04,拖啥拖，直接炸了,江西,117.136.60.215,8,1535700964,0,jc,0,0,0,0,5B88EFE4-75883CD7-B8B2491E-8F9-887,1535700964,2018-08-31,08-31 15,232
8,8,9,1,用户5528493761,2018-08-31 15:35:24,既然进入了我们的领海怎么能让它拿回去，派拖船拖回来没收了！,浙江杭州,36.23.214.244,29,1535700924,13,jc,0,0,0,0,5B88EFBC-2417D6F4-149861EC1-8F9-8F9,1535700924,2018-08-31,08-31 15,231
9,9,10,1,用户6489269322,2018-08-31 15:34:32,故技重演，中国应与 菲律宾沟通，叫菲律宾把船拉回去，如不然，中国应派军舰帮忙菲律宾把这破船送回菲律宾。,上海,116.228.178.66,51,1535700872,11,jc,0,0,0,0,5B88EF88-74E4B242-182CA644A-8F9-9A3,1535700872,2018-08-31,08-31 15,230
10,10,11,1,爱卿啊寡人有槽要吐,2018-08-31 15:32:57,又要坐滩了,上海,203.156.222.32,5,1535700777,10,jc,0,0,0,0,5B88EF29-CB9CDE20-618902D6-8F9-8F6,1535700777,2018-08-31,08-31 15,229
11,11,12,1,一粒阳光一粒米儿,2018-08-31 15:32:51,又来碰瓷啊，是不是有想做滩不走了，真是那样我当破烂给收了,山东东营,221.2.241.209,28,1535700771,0,jc,0,0,0,0,5B88EF23-DD02F1D1-176B92173-8F9-80C,1535700771,2018-08-31,08-31 15,228
12,12,13,1,尚关涛,2018-08-31 15:30:35,一艘舰，换一座岛礁，值了,河北廊坊,124.238.220.111,12,1535700635,3,jc,0,0,0,0,5B88EE9B-7CEEDC6F-4C1F46DD-8F9-8F6,1535700635,2018-08-31,08-31 15,227
13,13,14,1,Chinlao,2018-08-31 15:30:20,中国也不妨弄几条破舰去“搁浅”,湖南湘西土家族苗族自治州,111.8.191.239,15,1535700620,3,jc,0,0,0,0,5B88EE8B-6F08BFEF-451C391C-8F9-87F,1535700620,2018-08-31,08-31 15,226
14,14,15,1,念兮wl,2018-08-31 15:29:19,但愿不要像仁爱礁那搜破船换一样,浙江宁波,36.22.54.218,15,1535700559,0,jc,0,0,0,0,5B88EE4E-241636DA-150357808-8F9-97E,1535700559,2018-08-31,08-31 15,225
15,15,16,1,白晕鹤,2018-08-31 15:29:17,派拖船救援,湖北武汉,119.97.240.247,5,1535700556,1,jc,0,0,0,0,5B88EE4B-7761F0F7-69CF5A44-8F9-87D,1535700557,2018-08-31,08-31 15,224
16,16,17,1,随行,2018-08-31 15:28:50,问题是怎么会靠的那么近？在我们宣称固有领土的12海之内还是之外？搁浅了，那一定是之内咯，这好像有点太友好了吧？况，仁爱礁坐滩的那艘破船还没有拖走，呵呵，有点接受不了了！,上海,114.92.168.85,84,1535700530,3,jc,0,0,4,0,5B88EE32-725CA855-594E0DE13C437AD5-8F9-8F9,1535700530,2018-08-31,08-31 15,223
17,17,18,1,尚关涛,2018-08-31 15:28:38,故技重演,河北廊坊,124.238.220.111,4,1535700518,1,jc,0,0,0,0,5B88EE25-7CEEDC6F-4C1F46DD-8F9-8DA,1535700518,2018-08-31,08-31 15,222
18,18,19,1,有为青年放飞梦想-53719,2018-08-31 15:28:04,不会是又不走了吧,北京,123.122.204.57,8,1535700484,0,jc,0,0,0,0,5B88EE04-7B7ACC39-140A57142-8F9-94B,1535700484,2018-08-31,08-31 15,221
19,19,20,1,无相于心,2018-08-31 15:27:48,就看解放军敢不敢把他们的船拖走了，可以发扬爱国主义精神帮他们免费修船啊,河南,117.136.104.137,35,1535700468,2,jc,0,0,0,0,5B88EDF4-75886889-183EF2638-8F9-9A7,1535700468,2018-08-31,08-31 15,220
20,20,21,2,dnhjjss,2018-08-31 15:27:11,我们要求当局出于人道主义立即派遣救援船只前往救援。。。,上海,101.90.127.226,27,1535700431,0,jc,0,0,0,0,5B88EDCF-655A7FE2-159F116F9-8F9-88D,1535700431,2018-08-31,08-31 15,219
21,21,22,2,仁术度人,2018-08-31 15:26:44,脱离！警惕故伎重演！,四川德阳,125.68.87.242,10,1535700404,0,jc,0,0,0,0,5B88EDB3-7D4457F2-6503DAB9-8F9-926,1535700404,2018-08-31,08-31 15,218
22,22,23,2,幸运的weixingbj,2018-08-31 15:25:54,把两条破船一起拖走！,北京,106.2.227.47,10,1535700354,0,jc,0,0,0,0,5B88ED81-6A02E32F-56C8564E-8F9-9C9,1535700354,2018-08-31,08-31 15,217
23,23,24,2,太阳城来特使,2018-08-31 15:25:48,"中国应该派船去将其拖走,以防前车之鉴.",湖北宜昌,219.139.44.253,19,1535700348,0,jc,0,0,0,0,5B88ED7B-DB8B2CFD-4024A688-8F9-AF6,1535700348,2018-08-31,08-31 15,216
24,24,25,2,y爱心老兵,2018-08-31 15:24:56,搁浅已经 不是第一次了 警惕,河南洛阳,1.193.144.159,14,1535700295,0,jc,0,0,0,0,5B88ED47-1C1909F-99823B85-8F9-92A,1535700296,2018-08-31,08-31 15,215
25,25,26,2,炎黄子孙9501_796,2018-08-31 15:23:43,本人认为，杜特尔特政府不需要美军帮助，而菲军急切需要美军帮助。所以，菲军会不择手段地为美军再次介入南海而制造借口!,广西,223.104.90.61,57,1535700223,0,jc,0,0,0,0,5B88ECFE-DF685A3D-6B78238D-8F9-8F0,1535700223,2018-08-31,08-31 15,214
26,26,27,2,用户5393166769,2018-08-31 15:21:39,找到窍门了，这下又可以赖上几十年。,北京,111.201.145.48,17,1535700099,0,jc,0,0,0,0,5B88EC83-6FC99130-1417531B1-8F9-815,1535700099,2018-08-31,08-31 15,213
27,27,28,2,巨龙G,2018-08-31 15:20:23,警惕古技重演，限它一周内拖走，不然就当靶船炸毁 ！,江苏南通,58.221.238.88,25,1535700023,0,jc,0,0,0,0,5B88EC36-3ADDEE58-70D18EC5-8F9-8C6,1535700023,2018-08-31,08-31 15,212
28,28,29,2,怡情雅趣之祖,2018-08-31 15:20:01,不会是故意的吧？,山东枣庄,218.201.151.171,8,1535700001,0,jc,0,0,0,0,5B88EC21-DAC997AB-40D3EE2A-8F9-989,1535700001,2018-08-31,08-31 15,211
29,29,30,2,南面傍晚有云,2018-08-31 15:19:57,坚决拖出去，托不出去就分拆切割也要扔出去。决不能有任何犹豫。,湖南株洲,36.157.152.53,30,1535699997,9,jc,0,0,0,0,5B88EC1C-249D9835-187FA9A49-8F9-8FD,1535699997,2018-08-31,08-31 15,210
30,30,31,2,锅児是铁打的,2018-08-31 15:18:16,套路很熟悉啊,四川泸州,125.68.188.13,6,1535699896,13,jc,0,0,0,0,5B88EBB7-7D44BC0D-678C30A9-8F9-94A,1535699896,2018-08-31,08-31 15,209
31,31,32,2,用户5463766222,2018-08-31 15:17:48,在投资不巨太的科研基础理论研究是不会陷入军备竞赛和科技竞赛拖累经济的，其次美国已发射离太阳球表面六百万公里轨道的太阳近距人造航天探测器卫星，如果该卫星仅携带十米长的锥形太阳正离子偏转收集电磁聚焦定向喷出百倍太阳表靣密度的正粒子的效果，定向照射其他国家的航天器可能有损伤效果。此外能智能跟踪目标的激光定向光束照射击穿武器具有碾压以卫星制导战斗机和巡航导弹的信息化战争无线电磁波数据链精确打击的优势，但攻击激光束继续能量增大的技术研发进程缓慢，如果激光光束加足够密度的伽玛射线粒子束叠加定向发射攻击目标可能会增加威力。还一点伽马粒子加激光束的对撞机的技术可以为研发无污染的燃料氦三核聚变的核动力发动机作科学技术积累和铺垫，核聚变定向喷的冲击波的核动力发动机可能比二十倍音速的超声速火箭发动机还要快上几十倍速度，这样的发动机对中国提出的太空丝绸之路经济带的银河系内无数个太阳系的行星之间商业贸易形成开端,江西吉安,106.5.31.195,398,1535699867,0,jc,0,0,0,0,5B88EB9B-6A051FC3-145AA74CE-8F9-7D1,1535699868,2018-08-31,08-31 15,208
32,32,33,2,用户5463766222,2018-08-31 15:17:19,如果制造第二个仁爱礁事件，中国将很难维权南海领海领土主权完整利益及国家尊严,江西吉安,106.5.31.195,37,1535699839,5,jc,0,0,0,0,5B88EB7E-6A051FC3-145AA74CE-8F9-8CA,1535699839,2018-08-31,08-31 15,207
33,33,34,2,农夫-山泉-有点儿-田,2018-08-31 15:16:59,不会是故技重施吧？,北京,1.202.253.182,9,1535699819,0,jc,0,0,0,0,5B88EB6B-1CAFDB6-483BA4D4-8F9-8DC,1535699819,2018-08-31,08-31 15,206
34,34,35,2,wolfwoo,2018-08-31 15:15:14,嘴到,福建福州,61.154.12.142,2,1535699714,2,jc,0,0,0,0,5B88EB01-3D9A0C8E-5B107CF7-8F9-94C,1535699714,2018-08-31,08-31 15,205
35,35,36,2,小草息息,2018-08-31 15:14:36,中菲关系是友好的，如果菲律宾没有能力，中国可以尽快主动帮忙解决。毕竟，军舰还曾经是美国的战舰搁浅不是什么有脸面的事情。,北京,114.243.219.155,59,1535699676,1,jc,0,0,0,0,5B88EADC-72F3DB9B-413945D1-8F9-869,1535699676,2018-08-31,08-31 15,204
36,36,37,2,用户6307999567,2018-08-31 15:13:58,不是碰瓷，它于菲佣如16舰于我兔海军，海军啊！真心要一百年，甲午以来我海再度成军，长风破浪会有时。历史的考卷进入当夏，人民海军能否给14亿国人一份满意的答卷,广西,117.136.98.196,78,1535699638,0,jc,0,0,0,0,5B88EAB6-758862C4-177FC6F4F-8F9-91C,1535699638,2018-08-31,08-31 15,203
37,37,38,2,用户6571782791,2018-08-31 15:13:43,又要来事了半月礁又要被别人占领了。,浙江嘉兴,122.238.189.42,17,1535699623,3,jc,0,0,0,0,5B88EAA7-7AEEBD2A-187B57287-8F9-8BF,1535699623,2018-08-31,08-31 15,202
38,38,39,2,钝修顿悟,2018-08-31 15:12:05,是不是又玩搁浅占地的老把戏？,辽宁沈阳,119.108.146.97,14,1535699525,0,jc,0,0,0,0,5B88EA45-776C9261-B2A80D6A-8F9-7FB,1535699525,2018-08-31,08-31 15,201
39,39,40,2,用户5470353177,2018-08-31 15:11:24,帮忙拖走，弄烂它,四川成都,182.150.149.46,8,1535699484,10,jc,0,0,0,0,5B88EA1C-B696952E-1460EF719-8F9-9AE,1535699484,2018-08-31,08-31 15,200
40,40,41,3,用户5535536895,2018-08-31 15:10:48,需高度警惕,四川绵阳,221.236.56.70,5,1535699448,11,jc,0,0,0,0,5B88E9F7-DDEC3846-149F196FF-8F9-8E7,1535699448,2018-08-31,08-31 15,199
41,41,42,3,zhouxuxiu,2018-08-31 15:05:30,要防止又一次坐滩，耐着不走。应迅速派军舰过去帮忙，或者派拖船过去，免费帮他拖回港口。,广东惠州,59.39.129.135,42,1535699130,21,jc,0,0,0,0,5B88E8BA-3B278187-3D23EDA9-8F9-87E,1535699130,2018-08-31,08-31 15,198
42,42,43,3,无碍的图片,2018-08-31 15:05:06,请三沙市所有在附近的渔船马上赶赴现场，回收破铜烂铁！,山东烟台,222.173.218.46,26,1535699106,15,jc,0,0,0,0,5B88E8A2-DEADDA2E-493D3CE2-8F9-8A0,1535699106,2018-08-31,08-31 15,197
43,43,44,3,zhouxuxiu,2018-08-31 15:04:20,要防止又一次坐滩，耐着不走。,广东惠州,59.39.129.135,14,1535699060,16,jc,0,0,0,0,5B88E873-3B278187-3D23EDA9-8F9-8A8,1535699060,2018-08-31,08-31 15,196
44,44,45,3,M_i_k_e_,2018-08-31 15:03:02,故技重施,美国纽约州,107.77.70.110,4,1535698982,3,jc,0,0,1,0,5B88E826-6B4D466E-7CD7C787-8F9-899,1535698982,2018-08-31,08-31 15,195
45,45,46,3,事实胜于狡辩2017,2018-08-31 15:02:23,不是接替旧的，这次是新的礁盘,广东广州,113.105.10.43,14,1535698943,3,jc,0,0,0,0,5B88E7FE-71690A2B-17C4412A3-8F9-879,1535698943,2018-08-31,08-31 15,194
46,46,47,3,御润苑,2018-08-31 15:01:10,限三日内撤走，否则后果自负！！！,山东聊城,182.46.164.123,16,1535698870,6,jc,0,0,0,0,5B88E7B6-B62EA47B-B58E84A1-8F9-868,1535698870,2018-08-31,08-31 15,193
47,47,48,3,炎黄子孙9501_796,2018-08-31 15:01:05,清注意:这艘菲军舰不是一般事故的搁浅，而是狠命地搁浅，菲军有制造中菲间隙的嫌疑!,广西,223.104.90.61,40,1535698865,7,jc,0,0,0,0,5B88E7B1-DF685A3D-6B78238D-8F9-8FB,1535698865,2018-08-31,08-31 15,192
48,48,49,3,事实胜于狡辩2017,2018-08-31 14:59:12,菲律宾军方有些亲美分子在美国暗中操纵下的行为，未必经过总统同意。,广东广州,113.105.10.43,32,1535698752,2,jc,0,0,0,0,5B88E73F-71690A2B-17C4412A3-8F9-8EE,1535698752,2018-08-31,08-31 14,191
49,49,50,3,轻舟帆飞,2018-08-31 14:58:59,不能让船长时间留在那里。商业方法处理，派救援船，按规定收费。,浙江杭州,218.0.209.13,30,1535698739,3,jc,0,0,0,0,5B88E733-DA00D10D-ABE99C87-8F9-817,1535698739,2018-08-31,08-31 14,190
50,50,51,3,扶阳散人13864,2018-08-31 14:57:07,难道又要故伎重演,云南昆明,116.52.12.26,8,1535698627,2,jc,0,0,0,0,5B88E6C3-74340C1A-166A227A5-8F9-8E7,1535698627,2018-08-31,08-31 14,189
51,51,52,3,胖子9888,2018-08-31 14:56:37,又搁浅一艘，之前那艘怎样了？,河北保定,219.148.136.123,14,1535698597,4,jc,0,0,0,0,5B88E6A5-DB94887B-4EA61B25-8F9-879,1535698597,2018-08-31,08-31 14,188
52,52,53,3,laoshu1976,2018-08-31 14:55:17,这回恐怕不会搁浅，毕竟是菲律宾最先进的军舰，用这船用来坐底那恐怕得不偿失,辽宁大连,123.185.78.129,36,1535698517,1,jc,0,0,0,0,5B88E655-7BB94E81-47CD05EA-8F9-8C5,1535698517,2018-08-31,08-31 14,187
53,53,54,3,阿春哥777,2018-08-31 14:49:43,会不会又在故伎重演、耍小聪明？中国海军可不能掉以轻心！,湖南株洲,119.39.130.137,27,1535698183,9,jc,0,0,0,0,5B88E508-77278289-44F8EC78-8F9-8B8,1535698183,2018-08-31,08-31 14,186
54,54,55,3,黑娃1962,2018-08-31 14:49:38,阴魔,重庆,218.201.82.175,2,1535698178,0,jc,0,0,0,0,5B88E502-DAC952AF-17EC020E0-8F9-89A,1535698178,2018-08-31,08-31 14,185
55,55,56,3,男小眼睛,2018-08-31 14:49:32,当初那艘破运输舰也不小吧,北京海淀,223.21.80.111,12,1535698172,3,jc,0,0,0,0,5B88E4FC-DF15506F-679BEDA0-8F9-835,1535698172,2018-08-31,08-31 14,184
56,56,57,3,杜春生v,2018-08-31 14:47:58,故伎重演,浙江,112.17.245.61,4,1535698078,0,jc,0,0,0,0,5B88E49D-7011F53D-64388754-8F9-759,1535698078,2018-08-31,08-31 14,183
57,57,58,3,Nice_Vice_Rice,2018-08-31 14:41:29,再观察一下吧，还是不要对他们的水平给予过高评价。。,北京,106.121.77.244,25,1535697689,12,jc,0,0,0,0,5B88E319-6A794DF4-3FB5B77D-8F9-908,1535697689,2018-08-31,08-31 14,182
58,58,59,3,没什么76,2018-08-31 14:39:39,套路似乎很熟悉。,浙江杭州,60.191.111.67,8,1535697579,9,jc,0,0,0,0,5B88E2AB-3CBF6F43-5D2AC90B-8F9-910,1535697579,2018-08-31,08-31 14,181
59,59,60,3,寒江雪1503973775,2018-08-31 14:38:12,呵呵,山东济南,60.216.200.105,2,1535697492,1,jc,0,0,0,0,5B88E254-3CD8C869-59A4D18F-8F9-7D7,1535697492,2018-08-31,08-31 14,180
60,60,61,4,遥远的星空,2018-08-31 14:37:54,美国人给的二手货，给他的目的就是去搁浅也说不定。本来就是快要报废的东西。,浙江宁波,61.164.73.118,36,1535697474,70,jc,0,0,0,0,5B88E242-3DA44976-4C673CD8-8F9-922,1535697474,2018-08-31,08-31 14,179
61,61,62,4,甘的人工智能工具软件工作室,2018-08-31 14:34:32,这是军事入侵！应该击沉！,河北秦皇岛,101.75.161.98,12,1535697272,36,jc,0,0,0,0,5B88E178-654BA162-65816D43-8F9-91C,1535697272,2018-08-31,08-31 14,178
62,62,63,4,金诚挚友,2018-08-31 14:34:26,故伎重演啊！坚决拖走!,浙江丽水,220.191.252.52,11,1535697266,21,jc,0,0,0,0,5B88E171-DCBFFC34-881CA65E-8F9-8F3,1535697266,2018-08-31,08-31 14,177
63,63,64,4,xiaofeng迷梦,2018-08-31 14:33:23,上次是五方礁，着次是半月礁，菲律宾狼子野心,陕西西安,1.81.79.210,21,1535697203,24,jc,0,0,0,0,5B88E133-1514FD2-A1CDCF20-8F9-8AB,1535697203,2018-08-31,08-31 14,176
64,64,65,4,camdw,2018-08-31 14:32:35,又来碰瓷了,陕西西安,113.132.169.212,5,1535697155,4,jc,0,0,0,0,5B88E104-7184A9D4-E9FCD7AD-8F9-82B,1535697155,2018-08-31,08-31 14,175
65,65,66,4,寻找回忆里的你6,2018-08-31 14:28:56,小心啊，又来碰瓷了,天津,223.104.7.8,9,1535696936,6,jc,0,0,0,0,5B88E028-DF680708-138C8D2FE-8F9-8C6,1535696936,2018-08-31,08-31 14,174
66,66,67,4,SZ_YLY,2018-08-31 14:27:57,中国应该主动救援，并护送其回国。,广东深圳,27.38.20.222,16,1535696877,5,jc,0,0,0,0,5B88DFED-1B2614DE-6124D697-8F9-8CD,1535696877,2018-08-31,08-31 14,173
67,67,68,4,jianfeng411,2018-08-31 14:26:58,搁浅这个套路看起来很好用,广东深圳,117.136.41.126,12,1535696818,8,jc,0,0,0,0,5B88DFAD-7588297E-188611A17-8F9-8CF,1535696818,2018-08-31,08-31 14,172
68,68,69,4,TEKKYHUANG,2018-08-31 14:26:42,小心故技重施,广东韶关,183.1.90.224,6,1535696801,0,jc,0,0,0,0,5B88DFA1-B7015AE0-447DFE79-8F9-921,1535696802,2018-08-31,08-31 14,171
69,69,70,4,ICE171,2018-08-31 14:26:22,丫要找死，咱就成全丫的！犯我中华者，无论哪路牛鬼蛇神蝇，一律斩杀之，绝不能手软！！！,湖南永州,36.157.128.232,42,1535696782,3,jc,0,0,0,0,5B88DF8D-249D80E8-450731CD-8F9-8C5,1535696782,2018-08-31,08-31 14,170
70,70,71,4,用户3650619102,2018-08-31 14:24:48,莫不是故意而为之，一定要警惕重蹈覆辙。,江苏扬州,117.91.56.72,19,1535696688,3,jc,0,0,0,0,5B88DF30-755B3848-D99806DE-8F9-8F8,1535696688,2018-08-31,08-31 14,169
71,71,72,4,为梦想领跑2017,2018-08-31 14:24:34,又来这一招,广西南宁,171.104.30.253,5,1535696674,1,jc,0,0,0,0,5B88DF21-AB681EFD-1312E08E0-8F9-874,1535696674,2018-08-31,08-31 14,168
72,72,73,4,newssun观海听涛,2018-08-31 14:23:54,这个套路很熟悉,上海,140.207.74.250,7,1535696634,1,jc,0,0,0,0,5B88DEFA-8CCF4AFA-5417451A-8F9-95F,1535696634,2018-08-31,08-31 14,167
73,73,74,4,大挹精英,2018-08-31 14:23:46,我来告诉你们菲律宾这样做的真实目的，菲最大的军舰搁浅半月礁，告诉国际社会，我不是故意的，我不会拿我的军舰长期坐滩在这里，但是我军舰毕竟是开到这了，那这个半月礁的归属……,黑龙江双鸭山,122.158.248.126,84,1535696626,5,jc,0,0,0,0,5B88DEF2-7A9EF87E-7553B5E7-8F9-884,1535696626,2018-08-31,08-31 14,166
74,74,75,4,风门山,2018-08-31 14:23:10,我们为可以在旁边坐滩上一条船，我们的旧船多的是。,广西南宁,210.36.46.246,24,1535696590,1,jc,0,0,1,0,5B88DECE-D2242EF6-15E711ECE-8F9-985,1535696590,2018-08-31,08-31 14,165
75,75,76,4,扬帆起航与你一路同行,2018-08-31 14:22:20,搁浅搁上瘾了[挖鼻屎],广东,117.136.79.44,11,1535696540,0,jc,0,0,0,0,5B88DE9C-75884F2C-6ADCA335-8F9-880,1535696540,2018-08-31,08-31 14,164
76,76,77,4,风门山,2018-08-31 14:20:29,明显是有预谋的冲滩，接替将要锈烂的旧船，用一条二手船坐滩太合算了，又可以坚持二三十年了，防不胜防！,广西南宁,210.36.46.246,49,1535696429,8,jc,0,0,1,0,5B88DE2D-D2242EF6-15E711ECE-8F9-8E7,1535696429,2018-08-31,08-31 14,163
77,77,78,4,用户133****6333,2018-08-31 14:20:12,话说的有点意思,上海,114.93.251.166,7,1535696412,2,jc,0,0,2,0,5B88DE1C-725DFBA6-59070252DBC0A811-8F9-8EC,1535696412,2018-08-31,08-31 14,162
